j_exp,V_exp
0.26252072894761413,1.9770414401116807
0.3520164319979371,2.060126174269874
0.46450626203168144,2.176480369186447
0.5769960920654257,2.29283456410302
0.7815958066394876,2.4589328982292025
0.9733913669768416,2.6250667994504884
1.1831038514718109,2.796706486993558
1.3748371693927366,3.001729449999333
1.5539086014573615,3.117898696021376
1.786606321161977,3.328363424577752
