j_exp,V_exp
0.252099570082738,2.0881814988863048
0.3594766301955745,2.1989943403859913
0.4693789540606508,2.332022389486366
0.5767026635308344,2.4761687125156158
0.7811690014982638,2.7256007504657065
0.9856175559181423,2.986143948925651
1.1798405704962054,3.2356044405518234
1.384306908463635,3.4850364785019137
1.5529838569847105,3.6956790425337998
1.777927949957097,3.9506097533866544
