j_exp,V_exp
0.0003774154589372136,0.641666666666667
0.26157111395282745,1.199305555555556
0.35117398408638817,1.3520833333333342
0.46637894288150034,1.5506944444444448
0.5815839016766127,1.7493055555555563
0.7838341858482523,2.100694444444445
0.9809693805058253,2.4520833333333343
1.1832019039499857,2.7729166666666676
1.3880052926967887,3.116666666666667
1.5595339585109405,3.4145833333333346
1.7873685706166522,3.781250000000001
1.992180839727195,4.140277777777778
