electrode,j,T,V_rev,eta_act,eta_ohm,eta_conc,V_cell,model_act,j0_T,r_total,j_lim
Ni-HER-Lee2022,1.912542372881356,313.15,1.2426703196552151,0.14610290847516166,2.735029385277005,0.00650464161614476,4.130307255023526,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,1.9886440677966104,313.15,1.2426703196552151,0.14677787684637894,2.8438585410718806,0.006841383253344548,4.240148120826819,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,2.064745762711864,313.15,1.2426703196552151,0.14742749431413876,2.9526876968667555,0.007186744716661591,4.349972255552771,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,2.1408474576271184,313.15,1.2426703196552151,0.14805359643684113,3.0615168526616308,0.007541178921277926,4.459781947674965,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,2.216949152542373,313.15,1.2426703196552151,0.1486578263602798,3.170346008456507,0.007905175444283357,4.569579329916285,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,2.293050847457627,313.15,1.2426703196552151,0.14924166080504592,3.2791751642513822,0.008279264591533315,4.679366409303177,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,2.369152542372881,313.15,1.2426703196552151,0.14980643180950592,3.388004320046257,0.008664022044544717,4.789145093555523,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,2.4452542372881356,313.15,1.2426703196552151,0.150353345033979,3.4968334758411332,0.009060074189626007,4.898917214719954,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,2.52135593220339,313.15,1.2426703196552151,0.15088349525879585,3.6056626316360085,0.009468104253081496,5.0086845508031015,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,2.5974576271186436,313.15,1.2426703196552151,0.15139787957714834,3.7144917874308834,0.009888859393376909,5.118448846056624,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,2.6735593220338982,313.15,1.2426703196552151,0.15189740868232882,3.8233209432257595,0.010323158935168246,5.228211830498472,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,2.7496610169491524,313.15,1.2426703196552151,0.1523829165704068,3.932150099020635,0.010771903973168077,5.337975239219425,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,2.8257627118644066,313.15,1.2426703196552151,0.15285516891800932,4.04097925481551,0.011236088628757572,5.447740832017493,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,2.901864406779661,313.15,1.2426703196552151,0.153314870346542,4.149808410610386,0.011716813312856112,5.557510413924999,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,2.9779661016949155,313.15,1.2426703196552151,0.15376267074587613,4.258637566405262,0.012215300440048295,5.667285857246401,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,3.0540677966101697,313.15,1.2426703196552151,0.15419917079995188,4.367466722200137,0.01273291315855714,5.777069125813862,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,3.1301694915254235,313.15,1.2426703196552151,0.15462492683219398,4.476295877995012,0.013271177818442632,5.886862302300863,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,3.206271186440678,313.15,1.2426703196552151,0.15504045506880643,4.585125033789888,0.013831811110696984,5.996667619624607,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,3.2823728813559323,313.15,1.2426703196552151,0.15544623540190255,4.693954189584764,0.014416753093211374,6.106487497735093,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,3.358474576271186,313.15,1.2426703196552151,0.1558427147212737,4.8027833453796385,0.01502820770571959,6.2163245874618465,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,3.4345762711864407,313.15,1.2426703196552151,0.1562303098728044,4.911612501174514,0.015668692908772375,6.326181823611305,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,3.510677966101695,313.15,1.2426703196552151,0.15660941029264136,5.02044165696939,0.01634110332751253,6.436062490244759,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,3.586779661016949,313.15,1.2426703196552151,0.15698038035884715,5.129270812764266,0.017048789340108093,6.545970302118436,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,3.6628813559322033,313.15,1.2426703196552151,0.15734356149613715,5.2380999685591405,0.017795658079559507,6.655909507790052,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,3.7389830508474575,313.15,1.2426703196552151,0.15769927406417122,5.346929124354016,0.01858630406447867,6.765885022137881,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,3.8150847457627117,313.15,1.2426703196552151,0.1580478190555733,5.455758280148892,0.01942618054250108,6.875902599402181,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,3.891186440677966,313.15,1.2426703196552151,0.15838947962623184,5.564587435943767,0.020321827790746736,6.985969063015961,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,3.9672881355932206,313.15,1.2426703196552151,0.15872452247737645,5.673416591738643,0.021281182721637013,7.0960926165928715,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,4.043389830508475,313.15,1.2426703196552151,0.15905319910633164,5.782245747533519,0.022314007223577306,7.206283273518642,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,4.1194915254237285,313.15,1.2426703196552151,0.15937574694064344,5.891074903328394,0.02343249445176069,7.316553464376014,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,4.195593220338983,313.15,1.2426703196552151,0.1596923903683889,5.99990405912327,0.02465214988683376,7.4269189190337075,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,4.271694915254237,313.15,1.2426703196552151,0.1600033416758691,6.108733214918145,0.02599311161788422,7.537399987867113,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,4.347796610169492,313.15,1.2426703196552151,0.1603088019024992,6.21756237071302,0.02748220199660699,7.648023694267342,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,4.423898305084746,313.15,1.2426703196552151,0.1606089616215181,6.326391526507897,0.029156258104192628,7.7588270658888225,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,4.5,313.15,1.2426703196552151,0.1609040016541104,6.435220682302772,0.03106783557619267,7.86986283918829,butler-volmer,0.00041067672703009586,1.430049040511727,5.0
Ni-HER-Lee2022,0.01,333.15,1.259564079195502,0.041833623230657146,0.014300391489361701,2.8737392744759403e-05,1.3157268313082657,butler-volmer,0.001032861106532008,1.4300391489361701,5.0
Ni-HER-Lee2022,0.08610169491525424,333.15,1.259564079195502,0.0814002041901502,0.12312879451857194,0.00024933937540850827,1.4643424172796329,butler-volmer,0.001032861106532008,1.4300391489361701,5.0
Ni-HER-Lee2022,0.1622033898305085,333.15,1.259564079195502,0.09305503865283538,0.2319571975477822,0.00047338462846656154,1.5850497000245862,butler-volmer,0.001032861106532008,1.4300391489361701,5.0
Ni-HER-Lee2022,0.23830508474576273,333.15,1.259564079195502,0.10013464983875225,0.3407856005769924,0.0007009823472560253,1.701185311958503,butler-volmer,0.001032861106532008,1.4300391489361701,5.0
Ni-HER-Lee2022,0.314406779661017,333.15,1.259564079195502,0.10523476760570907,0.4496140036062027,0.0009322470052334278,1.8153450974126473,butler-volmer,0.001032861106532008,1.4300391489361701,5.0
Ni-HER-Lee2022,0.39050847457627125,333.15,1.259564079195502,0.10922383143118863,0.558442406635413,0.0011672986997207295,1.9283976159618244,butler-volmer,0.001032861106532008,1.4300391489361701,5.0
Ni-HER-Lee2022,0.46661016949152545,333.15,1.259564079195502,0.1125003784916252,0.6672708096646232,0.0014062635264336918,2.040741530878184,butler-volmer,0.001032861106532008,1.4300391489361701,5.0
Ni-HER-Lee2022,0.5427118644067797,333.15,1.259564079195502,0.11528078025501809,0.7760992126938333,0.0016492739857165853,2.1525933461300704,butler-volmer,0.001032861106532008,1.4300391489361701,5.0
Ni-HER-Lee2022,0.618813559322034,333.15,1.259564079195502,0.11769571947650129,0.8849276157230437,0.0018964694237598168,2.264083883818807,butler-volmer,0.001032861106532008,1.4300391489361701,5.0
Ni-HER-Lee2022,0.6949152542372882,333.15,1.259564079195502,0.11983020455808618,0.9937560187522538,0.002147996512478961,2.375298299018321,butler-volmer,0.001032861106532008,1.4300391489361701,5.0
Ni-HER-Lee2022,0.7710169491525425,333.15,1.259564079195502,0.12174265016698069,1.1025844217814642,0.0024040097721930477,2.48629516091614,butler-volmer,0.001032861106532008,1.4300391489361701,5.0
