electrode,T,j,step_name,expression,result,values
Ni-HER-Lee2022,293.15,0.5427118644067797,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),5.0,"{'j_lim_ref': 5.0, 'Ea': 0.0, 'R': 8.314462618, 'T': 293.15, 'T_ref': 298.15}"
Ni-HER-Lee2022,293.15,0.5427118644067797,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0014512521954459462,"{'R': 8.314462618, 'T': 293.15, 'n': 2, 'F': 96485.33212, 'j': 0.5427118644067797, 'j_lim': 5.0, 'prefactor': 0.012630856229189812}"
Ni-HER-Lee2022,293.15,0.5427118644067797,V_cell,V = V_rev + η_act + η_ohm + η_conc,2.136688832539818,"{'V_rev': 1.2257765601149282, 'eta_act': 0.13334708187160677, 'eta_ohm': 0.7761139383578372, 'eta_conc': 0.0014512521954459462}"
Ni-HER-Lee2022,293.15,0.618813559322034,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2257765601149282,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 293.15, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER-Lee2022,293.15,0.618813559322034,j0(T) Ni-HER-Lee2022,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.00014398085933793194,"{'j0_ref': 0.00234, 'Ea': 40000.0, 'R': 8.314462618, 'T': 293.15, 'T_ref': 353.15}"
Ni-HER-Lee2022,293.15,0.618813559322034,η_act BV Ni-HER-Lee2022,j = j0[exp(α_a nFη/RT) - exp(-α_c nFη/RT)],0.13547206939896966,"{'alpha_a': 0.78, 'alpha_c': 1.22, 'n': 2, 'F': 96485.33212, 'R': 8.314462618, 'T': 293.15, 'beta_a': 61.75353324008439, 'beta_c': 96.58885968320891, 'j': 0.618813559322034, 'j0': 0.00014398085933793194, 'eta': 0.13547206939896966}"
Ni-HER-Lee2022,293.15,0.618813559322034,R capa separador_Zirfon_efectivo,R = delta / kappa(T),6.628242074927953e-05,"{'delta': 0.00046, 'kappa_ref': 13.2, 'Ea_kappa': 24500, 'T': 293.15, 'T_ref': 353.15, 'kappa(T)': 6.94}"
Ni-HER-Lee2022,293.15,0.618813559322034,Perdida ohmica total,η_ohm = j · R_total,0.884944406291213,"{'j': 0.618813559322034, 'R_total': 1.4300662824207493}"
Ni-HER-Lee2022,293.15,0.618813559322034,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),5.0,"{'j_lim_ref': 5.0, 'Ea': 0.0, 'R': 8.314462618, 'T': 293.15, 'T_ref': 298.15}"
Ni-HER-Lee2022,293.15,0.618813559322034,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0016687678570469465,"{'R': 8.314462618, 'T': 293.15, 'n': 2, 'F': 96485.33212, 'j': 0.618813559322034, 'j_lim': 5.0, 'prefactor': 0.012630856229189812}"
Ni-HER-Lee2022,293.15,0.618813559322034,V_cell,V = V_rev + η_act + η_ohm + η_conc,2.2478618036621576,"{'V_rev': 1.2257765601149282, 'eta_act': 0.13547206939896966, 'eta_ohm': 0.884944406291213, 'eta_conc': 0.0016687678570469465}"
Ni-HER-Lee2022,293.15,0.6949152542372882,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2257765601149282,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 293.15, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER-Lee2022,293.15,0.6949152542372882,j0(T) Ni-HER-Lee2022,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.00014398085933793194,"{'j0_ref': 0.00234, 'Ea': 40000.0, 'R': 8.314462618, 'T': 293.15, 'T_ref': 353.15}"
Ni-HER-Lee2022,293.15,0.6949152542372882,η_act BV Ni-HER-Lee2022,j = j0[exp(α_a nFη/RT) - exp(-α_c nFη/RT)],0.13735027562988406,"{'alpha_a': 0.78, 'alpha_c': 1.22, 'n': 2, 'F': 96485.33212, 'R': 8.314462618, 'T': 293.15, 'beta_a': 61.75353324008439, 'beta_c': 96.58885968320891, 'j': 0.6949152542372882, 'j0': 0.00014398085933793194, 'eta': 0.13735027562988406}"
Ni-HER-Lee2022,293.15,0.6949152542372882,R capa separador_Zirfon_efectivo,R = delta / kappa(T),6.628242074927953e-05,"{'delta': 0.00046, 'kappa_ref': 13.2, 'Ea_kappa': 24500, 'T': 293.15, 'T_ref': 353.15, 'kappa(T)': 6.94}"
Ni-HER-Lee2022,293.15,0.6949152542372882,Perdida ohmica total,η_ohm = j · R_total,0.9937748742245885,"{'j': 0.6949152542372882, 'R_total': 1.4300662824207493}"
Ni-HER-Lee2022,293.15,0.6949152542372882,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),5.0,"{'j_lim_ref': 5.0, 'Ea': 0.0, 'R': 8.314462618, 'T': 293.15, 'T_ref': 298.15}"
Ni-HER-Lee2022,293.15,0.6949152542372882,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0018900950851964801,"{'R': 8.314462618, 'T': 293.15, 'n': 2, 'F': 96485.33212, 'j': 0.6949152542372882, 'j_lim': 5.0, 'prefactor': 0.012630856229189812}"
Ni-HER-Lee2022,293.15,0.6949152542372882,V_cell,V = V_rev + η_act + η_ohm + η_conc,2.3587918050545973,"{'V_rev': 1.2257765601149282, 'eta_act': 0.13735027562988406, 'eta_ohm': 0.9937748742245885, 'eta_conc': 0.0018900950851964801}"
Ni-HER-Lee2022,293.15,0.7710169491525425,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2257765601149282,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 293.15, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER-Lee2022,293.15,0.7710169491525425,j0(T) Ni-HER-Lee2022,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.00014398085933793194,"{'j0_ref': 0.00234, 'Ea': 40000.0, 'R': 8.314462618, 'T': 293.15, 'T_ref': 353.15}"
Ni-HER-Lee2022,293.15,0.7710169491525425,η_act BV Ni-HER-Lee2022,j = j0[exp(α_a nFη/RT) - exp(-α_c nFη/RT)],0.1390331016860008,"{'alpha_a': 0.78, 'alpha_c': 1.22, 'n': 2, 'F': 96485.33212, 'R': 8.314462618, 'T': 293.15, 'beta_a': 61.75353324008439, 'beta_c': 96.58885968320891, 'j': 0.7710169491525425, 'j0': 0.00014398085933793194, 'eta': 0.1390331016860008}"
Ni-HER-Lee2022,293.15,0.7710169491525425,R capa separador_Zirfon_efectivo,R = delta / kappa(T),6.628242074927953e-05,"{'delta': 0.00046, 'kappa_ref': 13.2, 'Ea_kappa': 24500, 'T': 293.15, 'T_ref': 353.15, 'kappa(T)': 6.94}"
Ni-HER-Lee2022,293.15,0.7710169491525425,Perdida ohmica total,η_ohm = j · R_total,1.1026053421579642,"{'j': 0.7710169491525425, 'R_total': 1.4300662824207493}"
Ni-HER-Lee2022,293.15,0.7710169491525425,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),5.0,"{'j_lim_ref': 5.0, 'Ea': 0.0, 'R': 8.314462618, 'T': 293.15, 'T_ref': 298.15}"
Ni-HER-Lee2022,293.15,0.7710169491525425,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0021153698475713397,"{'R': 8.314462618, 'T': 293.15, 'n': 2, 'F': 96485.33212, 'j': 0.7710169491525425, 'j_lim': 5.0, 'prefactor': 0.012630856229189812}"
Ni-HER-Lee2022,293.15,0.7710169491525425,V_cell,V = V_rev + η_act + η_ohm + η_conc,2.4695303738064647,"{'V_rev': 1.2257765601149282, 'eta_act': 0.1390331016860008, 'eta_ohm': 1.1026053421579642, 'eta_conc': 0.0021153698475713397}"
Ni-HER-Lee2022,293.15,0.8471186440677966,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2257765601149282,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 293.15, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER-Lee2022,293.15,0.8471186440677966,j0(T) Ni-HER-Lee2022,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.00014398085933793194,"{'j0_ref': 0.00234, 'Ea': 40000.0, 'R': 8.314462618, 'T': 293.15, 'T_ref': 353.15}"
Ni-HER-Lee2022,293.15,0.8471186440677966,η_act BV Ni-HER-Lee2022,j = j0[exp(α_a nFη/RT) - exp(-α_c nFη/RT)],0.14055739347672308,"{'alpha_a': 0.78, 'alpha_c': 1.22, 'n': 2, 'F': 96485.33212, 'R': 8.314462618, 'T': 293.15, 'beta_a': 61.75353324008439, 'beta_c': 96.58885968320891, 'j': 0.8471186440677966, 'j0': 0.00014398085933793194, 'eta': 0.14055739347672308}"
Ni-HER-Lee2022,293.15,0.8471186440677966,R capa separador_Zirfon_efectivo,R = delta / kappa(T),6.628242074927953e-05,"{'delta': 0.00046, 'kappa_ref': 13.2, 'Ea_kappa': 24500, 'T': 293.15, 'T_ref': 353.15, 'kappa(T)': 6.94}"
Ni-HER-Lee2022,293.15,0.8471186440677966,Perdida ohmica total,η_ohm = j · R_total,1.2114358100913398,"{'j': 0.8471186440677966, 'R_total': 1.4300662824207493}"
