electrode,T,j,step_name,expression,result,values
Ni-HER-Lee2022,313.15,0.1622033898305085,Perdida ohmica total,η_ohm = j · R_total,0.2319588019948683,"{'j': 0.1622033898305085, 'R_total': 1.430049040511727}"
Ni-HER-Lee2022,313.15,0.1622033898305085,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),5.0,"{'j_lim_ref': 5.0, 'Ea': 0.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 298.15}"
Ni-HER-Lee2022,313.15,0.1622033898305085,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0004449659204691692,"{'R': 8.314462618, 'T': 313.15, 'n': 2, 'F': 96485.33212, 'j': 0.1622033898305085, 'j_lim': 5.0, 'prefactor': 0.01349258955541801}"
Ni-HER-Lee2022,313.15,0.1622033898305085,V_cell,V = V_rev + η_act + η_ohm + η_conc,1.5784965195602614,"{'V_rev': 1.2426703196552151, 'eta_act': 0.10342243198970846, 'eta_ohm': 0.2319588019948683, 'eta_conc': 0.0004449659204691692}"
Ni-HER-Lee2022,313.15,0.23830508474576273,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2426703196552151,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 313.15, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER-Lee2022,313.15,0.23830508474576273,j0(T) Ni-HER-Lee2022,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.00041067672703009586,"{'j0_ref': 0.00234, 'Ea': 40000.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 353.15}"
Ni-HER-Lee2022,313.15,0.23830508474576273,η_act BV Ni-HER-Lee2022,j = j0[exp(α_a nFη/RT) - exp(-α_c nFη/RT)],0.11007705574488136,"{'alpha_a': 0.78, 'alpha_c': 1.22, 'n': 2, 'F': 96485.33212, 'R': 8.314462618, 'T': 313.15, 'beta_a': 57.8095106796447, 'beta_c': 90.42000388354684, 'j': 0.23830508474576273, 'j0': 0.00041067672703009586, 'eta': 0.11007705574488136}"
Ni-HER-Lee2022,313.15,0.23830508474576273,R capa separador_Zirfon_efectivo,R = delta / kappa(T),4.904051172707889e-05,"{'delta': 0.00046, 'kappa_ref': 13.2, 'Ea_kappa': 24500, 'T': 313.15, 'T_ref': 353.15, 'kappa(T)': 9.38}"
Ni-HER-Lee2022,313.15,0.23830508474576273,Perdida ohmica total,η_ohm = j · R_total,0.3407879577897438,"{'j': 0.23830508474576273, 'R_total': 1.430049040511727}"
Ni-HER-Lee2022,313.15,0.23830508474576273,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),5.0,"{'j_lim_ref': 5.0, 'Ea': 0.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 298.15}"
Ni-HER-Lee2022,313.15,0.23830508474576273,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0006589002612733733,"{'R': 8.314462618, 'T': 313.15, 'n': 2, 'F': 96485.33212, 'j': 0.23830508474576273, 'j_lim': 5.0, 'prefactor': 0.01349258955541801}"
Ni-HER-Lee2022,313.15,0.23830508474576273,V_cell,V = V_rev + η_act + η_ohm + η_conc,1.6941942334511138,"{'V_rev': 1.2426703196552151, 'eta_act': 0.11007705574488136, 'eta_ohm': 0.3407879577897438, 'eta_conc': 0.0006589002612733733}"
Ni-HER-Lee2022,313.15,0.314406779661017,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2426703196552151,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 313.15, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER-Lee2022,313.15,0.314406779661017,j0(T) Ni-HER-Lee2022,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.00041067672703009586,"{'j0_ref': 0.00234, 'Ea': 40000.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 353.15}"
Ni-HER-Lee2022,313.15,0.314406779661017,η_act BV Ni-HER-Lee2022,j = j0[exp(α_a nFη/RT) - exp(-α_c nFη/RT)],0.114871005005276,"{'alpha_a': 0.78, 'alpha_c': 1.22, 'n': 2, 'F': 96485.33212, 'R': 8.314462618, 'T': 313.15, 'beta_a': 57.8095106796447, 'beta_c': 90.42000388354684, 'j': 0.314406779661017, 'j0': 0.00041067672703009586, 'eta': 0.114871005005276}"
Ni-HER-Lee2022,313.15,0.314406779661017,R capa separador_Zirfon_efectivo,R = delta / kappa(T),4.904051172707889e-05,"{'delta': 0.00046, 'kappa_ref': 13.2, 'Ea_kappa': 24500, 'T': 313.15, 'T_ref': 353.15, 'kappa(T)': 9.38}"
Ni-HER-Lee2022,313.15,0.314406779661017,Perdida ohmica total,η_ohm = j · R_total,0.4496171135846193,"{'j': 0.314406779661017, 'R_total': 1.430049040511727}"
Ni-HER-Lee2022,313.15,0.314406779661017,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),5.0,"{'j_lim_ref': 5.0, 'Ea': 0.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 298.15}"
Ni-HER-Lee2022,313.15,0.314406779661017,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0008762814038386548,"{'R': 8.314462618, 'T': 313.15, 'n': 2, 'F': 96485.33212, 'j': 0.314406779661017, 'j_lim': 5.0, 'prefactor': 0.01349258955541801}"
Ni-HER-Lee2022,313.15,0.314406779661017,V_cell,V = V_rev + η_act + η_ohm + η_conc,1.8080347196489488,"{'V_rev': 1.2426703196552151, 'eta_act': 0.114871005005276, 'eta_ohm': 0.4496171135846193, 'eta_conc': 0.0008762814038386548}"
Ni-HER-Lee2022,313.15,0.39050847457627125,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2426703196552151,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 313.15, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER-Lee2022,313.15,0.39050847457627125,j0(T) Ni-HER-Lee2022,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.00041067672703009586,"{'j0_ref': 0.00234, 'Ea': 40000.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 353.15}"
Ni-HER-Lee2022,313.15,0.39050847457627125,η_act BV Ni-HER-Lee2022,j = j0[exp(α_a nFη/RT) - exp(-α_c nFη/RT)],0.11862059615470164,"{'alpha_a': 0.78, 'alpha_c': 1.22, 'n': 2, 'F': 96485.33212, 'R': 8.314462618, 'T': 313.15, 'beta_a': 57.8095106796447, 'beta_c': 90.42000388354684, 'j': 0.39050847457627125, 'j0': 0.00041067672703009586, 'eta': 0.11862059615470164}"
Ni-HER-Lee2022,313.15,0.39050847457627125,R capa separador_Zirfon_efectivo,R = delta / kappa(T),4.904051172707889e-05,"{'delta': 0.00046, 'kappa_ref': 13.2, 'Ea_kappa': 24500, 'T': 313.15, 'T_ref': 353.15, 'kappa(T)': 9.38}"
Ni-HER-Lee2022,313.15,0.39050847457627125,Perdida ohmica total,η_ohm = j · R_total,0.5584462693794948,"{'j': 0.39050847457627125, 'R_total': 1.430049040511727}"
Ni-HER-Lee2022,313.15,0.39050847457627125,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),5.0,"{'j_lim_ref': 5.0, 'Ea': 0.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 298.15}"
Ni-HER-Lee2022,313.15,0.39050847457627125,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0010972222356822644,"{'R': 8.314462618, 'T': 313.15, 'n': 2, 'F': 96485.33212, 'j': 0.39050847457627125, 'j_lim': 5.0, 'prefactor': 0.01349258955541801}"
Ni-HER-Lee2022,313.15,0.39050847457627125,V_cell,V = V_rev + η_act + η_ohm + η_conc,1.9208344074250936,"{'V_rev': 1.2426703196552151, 'eta_act': 0.11862059615470164, 'eta_ohm': 0.5584462693794948, 'eta_conc': 0.0010972222356822644}"
Ni-HER-Lee2022,313.15,0.46661016949152545,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2426703196552151,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 313.15, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER-Lee2022,313.15,0.46661016949152545,j0(T) Ni-HER-Lee2022,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.00041067672703009586,"{'j0_ref': 0.00234, 'Ea': 40000.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 353.15}"
Ni-HER-Lee2022,313.15,0.46661016949152545,η_act BV Ni-HER-Lee2022,j = j0[exp(α_a nFη/RT) - exp(-α_c nFη/RT)],0.1217004436186224,"{'alpha_a': 0.78, 'alpha_c': 1.22, 'n': 2, 'F': 96485.33212, 'R': 8.314462618, 'T': 313.15, 'beta_a': 57.8095106796447, 'beta_c': 90.42000388354684, 'j': 0.46661016949152545, 'j0': 0.00041067672703009586, 'eta': 0.1217004436186224}"
Ni-HER-Lee2022,313.15,0.46661016949152545,R capa separador_Zirfon_efectivo,R = delta / kappa(T),4.904051172707889e-05,"{'delta': 0.00046, 'kappa_ref': 13.2, 'Ea_kappa': 24500, 'T': 313.15, 'T_ref': 353.15, 'kappa(T)': 9.38}"
Ni-HER-Lee2022,313.15,0.46661016949152545,Perdida ohmica total,η_ohm = j · R_total,0.6672754251743703,"{'j': 0.46661016949152545, 'R_total': 1.430049040511727}"
Ni-HER-Lee2022,313.15,0.46661016949152545,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),5.0,"{'j_lim_ref': 5.0, 'Ea': 0.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 298.15}"
Ni-HER-Lee2022,313.15,0.46661016949152545,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.001321841282613569,"{'R': 8.314462618, 'T': 313.15, 'n': 2, 'F': 96485.33212, 'j': 0.46661016949152545, 'j_lim': 5.0, 'prefactor': 0.01349258955541801}"
Ni-HER-Lee2022,313.15,0.46661016949152545,V_cell,V = V_rev + η_act + η_ohm + η_conc,2.0329680297308217,"{'V_rev': 1.2426703196552151, 'eta_act': 0.1217004436186224, 'eta_ohm': 0.6672754251743703, 'eta_conc': 0.001321841282613569}"
Ni-HER-Lee2022,313.15,0.5427118644067797,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2426703196552151,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 313.15, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER-Lee2022,313.15,0.5427118644067797,j0(T) Ni-HER-Lee2022,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.00041067672703009586,"{'j0_ref': 0.00234, 'Ea': 40000.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 353.15}"
Ni-HER-Lee2022,313.15,0.5427118644067797,η_act BV Ni-HER-Lee2022,j = j0[exp(α_a nFη/RT) - exp(-α_c nFη/RT)],0.1243139302566546,"{'alpha_a': 0.78, 'alpha_c': 1.22, 'n': 2, 'F': 96485.33212, 'R': 8.314462618, 'T': 313.15, 'beta_a': 57.8095106796447, 'beta_c': 90.42000388354684, 'j': 0.5427118644067797, 'j0': 0.00041067672703009586, 'eta': 0.1243139302566546}"
Ni-HER-Lee2022,313.15,0.5427118644067797,R capa separador_Zirfon_efectivo,R = delta / kappa(T),4.904051172707889e-05,"{'delta': 0.00046, 'kappa_ref': 13.2, 'Ea_kappa': 24500, 'T': 313.15, 'T_ref': 353.15, 'kappa(T)': 9.38}"
Ni-HER-Lee2022,313.15,0.5427118644067797,Perdida ohmica total,η_ohm = j · R_total,0.7761045809692457,"{'j': 0.5427118644067797, 'R_total': 1.430049040511727}"
Ni-HER-Lee2022,313.15,0.5427118644067797,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),5.0,"{'j_lim_ref': 5.0, 'Ea': 0.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 298.15}"
Ni-HER-Lee2022,313.15,0.5427118644067797,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0015502630905812657,"{'R': 8.314462618, 'T': 313.15, 'n': 2, 'F': 96485.33212, 'j': 0.5427118644067797, 'j_lim': 5.0, 'prefactor': 0.01349258955541801}"
Ni-HER-Lee2022,313.15,0.5427118644067797,V_cell,V = V_rev + η_act + η_ohm + η_conc,2.144639093971697,"{'V_rev': 1.2426703196552151, 'eta_act': 0.1243139302566546, 'eta_ohm': 0.7761045809692457, 'eta_conc': 0.0015502630905812657}"
Ni-HER-Lee2022,313.15,0.618813559322034,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2426703196552151,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 313.15, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER-Lee2022,313.15,0.618813559322034,j0(T) Ni-HER-Lee2022,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.00041067672703009586,"{'j0_ref': 0.00234, 'Ea': 40000.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 353.15}"
Ni-HER-Lee2022,313.15,0.618813559322034,η_act BV Ni-HER-Lee2022,j = j0[exp(α_a nFη/RT) - exp(-α_c nFη/RT)],0.12658389386155317,"{'alpha_a': 0.78, 'alpha_c': 1.22, 'n': 2, 'F': 96485.33212, 'R': 8.314462618, 'T': 313.15, 'beta_a': 57.8095106796447, 'beta_c': 90.42000388354684, 'j': 0.618813559322034, 'j0': 0.00041067672703009586, 'eta': 0.12658389386155317}"
Ni-HER-Lee2022,313.15,0.618813559322034,R capa separador_Zirfon_efectivo,R = delta / kappa(T),4.904051172707889e-05,"{'delta': 0.00046, 'kappa_ref': 13.2, 'Ea_kappa': 24500, 'T': 313.15, 'T_ref': 353.15, 'kappa(T)': 9.38}"
Ni-HER-Lee2022,313.15,0.618813559322034,Perdida ohmica total,η_ohm = j · R_total,0.8849337367641213,"{'j': 0.618813559322034, 'R_total': 1.430049040511727}"
Ni-HER-Lee2022,313.15,0.618813559322034,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),5.0,"{'j_lim_ref': 5.0, 'Ea': 0.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 298.15}"
Ni-HER-Lee2022,313.15,0.618813559322034,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0017826186404033813,"{'R': 8.314462618, 'T': 313.15, 'n': 2, 'F': 96485.33212, 'j': 0.618813559322034, 'j_lim': 5.0, 'prefactor': 0.01349258955541801}"
Ni-HER-Lee2022,313.15,0.618813559322034,V_cell,V = V_rev + η_act + η_ohm + η_conc,2.2559705689212928,"{'V_rev': 1.2426703196552151, 'eta_act': 0.12658389386155317, 'eta_ohm': 0.8849337367641213, 'eta_conc': 0.0017826186404033813}"
Ni-HER-Lee2022,313.15,0.6949152542372882,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2426703196552151,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 313.15, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER-Lee2022,313.15,0.6949152542372882,j0(T) Ni-HER-Lee2022,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.00041067672703009586,"{'j0_ref': 0.00234, 'Ea': 40000.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 353.15}"
Ni-HER-Lee2022,313.15,0.6949152542372882,η_act BV Ni-HER-Lee2022,j = j0[exp(α_a nFη/RT) - exp(-α_c nFη/RT)],0.1285902396660274,"{'alpha_a': 0.78, 'alpha_c': 1.22, 'n': 2, 'F': 96485.33212, 'R': 8.314462618, 'T': 313.15, 'beta_a': 57.8095106796447, 'beta_c': 90.42000388354684, 'j': 0.6949152542372882, 'j0': 0.00041067672703009586, 'eta': 0.1285902396660274}"
Ni-HER-Lee2022,313.15,0.6949152542372882,R capa separador_Zirfon_efectivo,R = delta / kappa(T),4.904051172707889e-05,"{'delta': 0.00046, 'kappa_ref': 13.2, 'Ea_kappa': 24500, 'T': 313.15, 'T_ref': 353.15, 'kappa(T)': 9.38}"
Ni-HER-Lee2022,313.15,0.6949152542372882,Perdida ohmica total,η_ohm = j · R_total,0.9937628925589967,"{'j': 0.6949152542372882, 'R_total': 1.430049040511727}"
Ni-HER-Lee2022,313.15,0.6949152542372882,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),5.0,"{'j_lim_ref': 5.0, 'Ea': 0.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 298.15}"
Ni-HER-Lee2022,313.15,0.6949152542372882,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.00201904579883772,"{'R': 8.314462618, 'T': 313.15, 'n': 2, 'F': 96485.33212, 'j': 0.6949152542372882, 'j_lim': 5.0, 'prefactor': 0.01349258955541801}"
Ni-HER-Lee2022,313.15,0.6949152542372882,V_cell,V = V_rev + η_act + η_ohm + η_conc,2.367042497679077,"{'V_rev': 1.2426703196552151, 'eta_act': 0.1285902396660274, 'eta_ohm': 0.9937628925589967, 'eta_conc': 0.00201904579883772}"
Ni-HER-Lee2022,313.15,0.7710169491525425,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2426703196552151,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 313.15, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER-Lee2022,313.15,0.7710169491525425,j0(T) Ni-HER-Lee2022,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.00041067672703009586,"{'j0_ref': 0.00234, 'Ea': 40000.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 353.15}"
Ni-HER-Lee2022,313.15,0.7710169491525425,η_act BV Ni-HER-Lee2022,j = j0[exp(α_a nFη/RT) - exp(-α_c nFη/RT)],0.1303878755986389,"{'alpha_a': 0.78, 'alpha_c': 1.22, 'n': 2, 'F': 96485.33212, 'R': 8.314462618, 'T': 313.15, 'beta_a': 57.8095106796447, 'beta_c': 90.42000388354684, 'j': 0.7710169491525425, 'j0': 0.00041067672703009586, 'eta': 0.1303878755986389}"
Ni-HER-Lee2022,313.15,0.7710169491525425,R capa separador_Zirfon_efectivo,R = delta / kappa(T),4.904051172707889e-05,"{'delta': 0.00046, 'kappa_ref': 13.2, 'Ea_kappa': 24500, 'T': 313.15, 'T_ref': 353.15, 'kappa(T)': 9.38}"
Ni-HER-Lee2022,313.15,0.7710169491525425,Perdida ohmica total,η_ohm = j · R_total,1.1025920483538725,"{'j': 0.7710169491525425, 'R_total': 1.430049040511727}"
Ni-HER-Lee2022,313.15,0.7710169491525425,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),5.0,"{'j_lim_ref': 5.0, 'Ea': 0.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 298.15}"
Ni-HER-Lee2022,313.15,0.7710169491525425,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0022596898098821935,"{'R': 8.314462618, 'T': 313.15, 'n': 2, 'F': 96485.33212, 'j': 0.7710169491525425, 'j_lim': 5.0, 'prefactor': 0.01349258955541801}"
Ni-HER-Lee2022,313.15,0.7710169491525425,V_cell,V = V_rev + η_act + η_ohm + η_conc,2.477909933417609,"{'V_rev': 1.2426703196552151, 'eta_act': 0.1303878755986389, 'eta_ohm': 1.1025920483538725, 'eta_conc': 0.0022596898098821935}"
Ni-HER-Lee2022,313.15,0.8471186440677966,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2426703196552151,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 313.15, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER-Lee2022,313.15,0.8471186440677966,j0(T) Ni-HER-Lee2022,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.00041067672703009586,"{'j0_ref': 0.00234, 'Ea': 40000.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 353.15}"
Ni-HER-Lee2022,313.15,0.8471186440677966,η_act BV Ni-HER-Lee2022,j = j0[exp(α_a nFη/RT) - exp(-α_c nFη/RT)],0.132016161357369,"{'alpha_a': 0.78, 'alpha_c': 1.22, 'n': 2, 'F': 96485.33212, 'R': 8.314462618, 'T': 313.15, 'beta_a': 57.8095106796447, 'beta_c': 90.42000388354684, 'j': 0.8471186440677966, 'j0': 0.00041067672703009586, 'eta': 0.132016161357369}"
Ni-HER-Lee2022,313.15,0.8471186440677966,R capa separador_Zirfon_efectivo,R = delta / kappa(T),4.904051172707889e-05,"{'delta': 0.00046, 'kappa_ref': 13.2, 'Ea_kappa': 24500, 'T': 313.15, 'T_ref': 353.15, 'kappa(T)': 9.38}"
Ni-HER-Lee2022,313.15,0.8471186440677966,Perdida ohmica total,η_ohm = j · R_total,1.2114212041487478,"{'j': 0.8471186440677966, 'R_total': 1.430049040511727}"
Ni-HER-Lee2022,313.15,0.8471186440677966,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),5.0,"{'j_lim_ref': 5.0, 'Ea': 0.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 298.15}"
Ni-HER-Lee2022,313.15,0.8471186440677966,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0025047038306889595,"{'R': 8.314462618, 'T': 313.15, 'n': 2, 'F': 96485.33212, 'j': 0.8471186440677966, 'j_lim': 5.0, 'prefactor': 0.01349258955541801}"
Ni-HER-Lee2022,313.15,0.8471186440677966,V_cell,V = V_rev + η_act + η_ohm + η_conc,2.5886123889920207,"{'V_rev': 1.2426703196552151, 'eta_act': 0.132016161357369, 'eta_ohm': 1.2114212041487478, 'eta_conc': 0.0025047038306889595}"
Ni-HER-Lee2022,313.15,0.9232203389830509,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2426703196552151,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 313.15, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER-Lee2022,313.15,0.9232203389830509,j0(T) Ni-HER-Lee2022,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.00041067672703009586,"{'j0_ref': 0.00234, 'Ea': 40000.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 353.15}"
Ni-HER-Lee2022,313.15,0.9232203389830509,η_act BV Ni-HER-Lee2022,j = j0[exp(α_a nFη/RT) - exp(-α_c nFη/RT)],0.13350427575843138,"{'alpha_a': 0.78, 'alpha_c': 1.22, 'n': 2, 'F': 96485.33212, 'R': 8.314462618, 'T': 313.15, 'beta_a': 57.8095106796447, 'beta_c': 90.42000388354684, 'j': 0.9232203389830509, 'j0': 0.00041067672703009586, 'eta': 0.13350427575843138}"
Ni-HER-Lee2022,313.15,0.9232203389830509,R capa separador_Zirfon_efectivo,R = delta / kappa(T),4.904051172707889e-05,"{'delta': 0.00046, 'kappa_ref': 13.2, 'Ea_kappa': 24500, 'T': 313.15, 'T_ref': 353.15, 'kappa(T)': 9.38}"
Ni-HER-Lee2022,313.15,0.9232203389830509,Perdida ohmica total,η_ohm = j · R_total,1.3202503599436233,"{'j': 0.9232203389830509, 'R_total': 1.430049040511727}"
Ni-HER-Lee2022,313.15,0.9232203389830509,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),5.0,"{'j_lim_ref': 5.0, 'Ea': 0.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 298.15}"
Ni-HER-Lee2022,313.15,0.9232203389830509,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.00275424951704397,"{'R': 8.314462618, 'T': 313.15, 'n': 2, 'F': 96485.33212, 'j': 0.9232203389830509, 'j_lim': 5.0, 'prefactor': 0.01349258955541801}"
Ni-HER-Lee2022,313.15,0.9232203389830509,V_cell,V = V_rev + η_act + η_ohm + η_conc,2.699179204874314,"{'V_rev': 1.2426703196552151, 'eta_act': 0.13350427575843138, 'eta_ohm': 1.3202503599436233, 'eta_conc': 0.00275424951704397}"
Ni-HER-Lee2022,313.15,0.9993220338983052,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2426703196552151,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 313.15, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER-Lee2022,313.15,0.9993220338983052,j0(T) Ni-HER-Lee2022,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.00041067672703009586,"{'j0_ref': 0.00234, 'Ea': 40000.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 353.15}"
Ni-HER-Lee2022,313.15,0.9993220338983052,η_act BV Ni-HER-Lee2022,j = j0[exp(α_a nFη/RT) - exp(-α_c nFη/RT)],0.1348744509266096,"{'alpha_a': 0.78, 'alpha_c': 1.22, 'n': 2, 'F': 96485.33212, 'R': 8.314462618, 'T': 313.15, 'beta_a': 57.8095106796447, 'beta_c': 90.42000388354684, 'j': 0.9993220338983052, 'j0': 0.00041067672703009586, 'eta': 0.1348744509266096}"
Ni-HER-Lee2022,313.15,0.9993220338983052,R capa separador_Zirfon_efectivo,R = delta / kappa(T),4.904051172707889e-05,"{'delta': 0.00046, 'kappa_ref': 13.2, 'Ea_kappa': 24500, 'T': 313.15, 'T_ref': 353.15, 'kappa(T)': 9.38}"
Ni-HER-Lee2022,313.15,0.9993220338983052,Perdida ohmica total,η_ohm = j · R_total,1.4290795157384988,"{'j': 0.9993220338983052, 'R_total': 1.430049040511727}"
Ni-HER-Lee2022,313.15,0.9993220338983052,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),5.0,"{'j_lim_ref': 5.0, 'Ea': 0.0, 'R': 8.314462618, 'T': 313.15, 'T_ref': 298.15}"
Ni-HER-Lee2022,313.15,0.9993220338983052,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0030084976640167857,"{'R': 8.314462618, 'T': 313.15, 'n': 2, 'F': 96485.33212, 'j': 0.9993220338983052, 'j_lim': 5.0, 'prefactor': 0.01349258955541801}"
Ni-HER-Lee2022,313.15,0.9993220338983052,V_cell,V = V_rev + η_act + η_ohm + η_conc,2.8096327839843402,"{'V_rev': 1.2426703196552151, 'eta_act': 0.1348744509266096, 'eta_ohm': 1.4290795157384988, 'eta_conc': 0.0030084976640167857}"
Ni-HER-Lee2022,313.15,1.0754237288135593,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2426703196552151,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 313.15, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
