electrode,T,j,step_name,expression,result,values
Ni-HER,298.0,0.5151020408163265,η_act Tafel Ni-HER,η = (RT/(α·nF))·ln(j/j0),0.10122354116982372,"{'R': 8.314462618, 'T': 298.0, 'alpha': 0.5, 'n': 2, 'F': 96485.33212, 'j': 0.5151020408163265, 'j0': 0.01, 'prefactor': 0.025679653121600303}"
Ni-HER,298.0,0.5151020408163265,R capa membrana,R = delta / kappa(T),0.05015252070648465,"{'delta': 0.005, 'kappa_ref': 0.1, 'Ea_kappa': 15000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.0996958862598806}"
Ni-HER,298.0,0.5151020408163265,R capa electrolito,R = delta / kappa(T),0.020048791756168367,"{'delta': 0.01, 'kappa_ref': 0.5, 'Ea_kappa': 12000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.4987831746480843}"
Ni-HER,298.0,0.5151020408163265,Perdida ohmica total,η_ohm = j · R_total,0.04646288013382371,"{'j': 0.5151020408163265, 'R_total': 0.090201312462653}"
Ni-HER,298.0,0.5151020408163265,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),3.9902653971846744,"{'j_lim_ref': 4.0, 'Ea': 12000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.15}"
Ni-HER,298.0,0.5151020408163265,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0017746727720785948,"{'R': 8.314462618, 'T': 298.0, 'n': 2, 'F': 96485.33212, 'j': 0.5151020408163265, 'j_lim': 3.9902653971846744, 'prefactor': 0.012839826560800151}"
Ni-HER,298.0,0.5151020408163265,V_cell,V = V_rev + η_act + η_ohm + η_conc,1.3793343908791738,"{'V_rev': 1.2298732968034478, 'eta_act': 0.10122354116982372, 'eta_ohm': 0.04646288013382371, 'eta_conc': 0.0017746727720785948}"
Ni-HER,298.0,0.5353061224489796,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2298732968034478,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 298.0, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER,298.0,0.5353061224489796,j0(T) Ni-HER,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.01,"{'j0_ref': 0.01, 'Ea': 40000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.0}"
Ni-HER,298.0,0.5353061224489796,η_act Tafel Ni-HER,η = (RT/(α·nF))·ln(j/j0),0.10221153388347291,"{'R': 8.314462618, 'T': 298.0, 'alpha': 0.5, 'n': 2, 'F': 96485.33212, 'j': 0.5353061224489796, 'j0': 0.01, 'prefactor': 0.025679653121600303}"
Ni-HER,298.0,0.5353061224489796,R capa membrana,R = delta / kappa(T),0.05015252070648465,"{'delta': 0.005, 'kappa_ref': 0.1, 'Ea_kappa': 15000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.0996958862598806}"
Ni-HER,298.0,0.5353061224489796,R capa electrolito,R = delta / kappa(T),0.020048791756168367,"{'delta': 0.01, 'kappa_ref': 0.5, 'Ea_kappa': 12000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.4987831746480843}"
Ni-HER,298.0,0.5353061224489796,Perdida ohmica total,η_ohm = j · R_total,0.0482853148141916,"{'j': 0.5353061224489796, 'R_total': 0.090201312462653}"
Ni-HER,298.0,0.5353061224489796,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),3.9902653971846744,"{'j_lim_ref': 4.0, 'Ea': 12000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.15}"
Ni-HER,298.0,0.5353061224489796,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.001849539452734246,"{'R': 8.314462618, 'T': 298.0, 'n': 2, 'F': 96485.33212, 'j': 0.5353061224489796, 'j_lim': 3.9902653971846744, 'prefactor': 0.012839826560800151}"
Ni-HER,298.0,0.5353061224489796,V_cell,V = V_rev + η_act + η_ohm + η_conc,1.3822196849538464,"{'V_rev': 1.2298732968034478, 'eta_act': 0.10221153388347291, 'eta_ohm': 0.0482853148141916, 'eta_conc': 0.001849539452734246}"
Ni-HER,298.0,0.5555102040816327,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2298732968034478,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 298.0, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER,298.0,0.5555102040816327,j0(T) Ni-HER,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.01,"{'j0_ref': 0.01, 'Ea': 40000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.0}"
Ni-HER,298.0,0.5555102040816327,η_act Tafel Ni-HER,η = (RT/(α·nF))·ln(j/j0),0.10316291889413914,"{'R': 8.314462618, 'T': 298.0, 'alpha': 0.5, 'n': 2, 'F': 96485.33212, 'j': 0.5555102040816327, 'j0': 0.01, 'prefactor': 0.025679653121600303}"
Ni-HER,298.0,0.5555102040816327,R capa membrana,R = delta / kappa(T),0.05015252070648465,"{'delta': 0.005, 'kappa_ref': 0.1, 'Ea_kappa': 15000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.0996958862598806}"
Ni-HER,298.0,0.5555102040816327,R capa electrolito,R = delta / kappa(T),0.020048791756168367,"{'delta': 0.01, 'kappa_ref': 0.5, 'Ea_kappa': 12000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.4987831746480843}"
Ni-HER,298.0,0.5555102040816327,Perdida ohmica total,η_ohm = j · R_total,0.050107749494559484,"{'j': 0.5555102040816327, 'R_total': 0.090201312462653}"
Ni-HER,298.0,0.5555102040816327,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),3.9902653971846744,"{'j_lim_ref': 4.0, 'Ea': 12000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.15}"
Ni-HER,298.0,0.5555102040816327,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.001924845228850597,"{'R': 8.314462618, 'T': 298.0, 'n': 2, 'F': 96485.33212, 'j': 0.5555102040816327, 'j_lim': 3.9902653971846744, 'prefactor': 0.012839826560800151}"
Ni-HER,298.0,0.5555102040816327,V_cell,V = V_rev + η_act + η_ohm + η_conc,1.385068810420997,"{'V_rev': 1.2298732968034478, 'eta_act': 0.10316291889413914, 'eta_ohm': 0.050107749494559484, 'eta_conc': 0.001924845228850597}"
Ni-HER,298.0,0.5757142857142857,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2298732968034478,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 298.0, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER,298.0,0.5757142857142857,j0(T) Ni-HER,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.01,"{'j0_ref': 0.01, 'Ea': 40000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.0}"
Ni-HER,298.0,0.5757142857142857,η_act Tafel Ni-HER,η = (RT/(α·nF))·ln(j/j0),0.10408031237573435,"{'R': 8.314462618, 'T': 298.0, 'alpha': 0.5, 'n': 2, 'F': 96485.33212, 'j': 0.5757142857142857, 'j0': 0.01, 'prefactor': 0.025679653121600303}"
Ni-HER,298.0,0.5757142857142857,R capa membrana,R = delta / kappa(T),0.05015252070648465,"{'delta': 0.005, 'kappa_ref': 0.1, 'Ea_kappa': 15000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.0996958862598806}"
Ni-HER,298.0,0.5757142857142857,R capa electrolito,R = delta / kappa(T),0.020048791756168367,"{'delta': 0.01, 'kappa_ref': 0.5, 'Ea_kappa': 12000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.4987831746480843}"
Ni-HER,298.0,0.5757142857142857,Perdida ohmica total,η_ohm = j · R_total,0.051930184174927375,"{'j': 0.5757142857142857, 'R_total': 0.090201312462653}"
Ni-HER,298.0,0.5757142857142857,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),3.9902653971846744,"{'j_lim_ref': 4.0, 'Ea': 12000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.15}"
Ni-HER,298.0,0.5757142857142857,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.002000595281447087,"{'R': 8.314462618, 'T': 298.0, 'n': 2, 'F': 96485.33212, 'j': 0.5757142857142857, 'j_lim': 3.9902653971846744, 'prefactor': 0.012839826560800151}"
Ni-HER,298.0,0.5757142857142857,V_cell,V = V_rev + η_act + η_ohm + η_conc,1.3878843886355565,"{'V_rev': 1.2298732968034478, 'eta_act': 0.10408031237573435, 'eta_ohm': 0.051930184174927375, 'eta_conc': 0.002000595281447087}"
Ni-HER,298.0,0.5959183673469388,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2298732968034478,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 298.0, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER,298.0,0.5959183673469388,j0(T) Ni-HER,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.01,"{'j0_ref': 0.01, 'Ea': 40000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.0}"
Ni-HER,298.0,0.5959183673469388,η_act Tafel Ni-HER,η = (RT/(α·nF))·ln(j/j0),0.10496605970294597,"{'R': 8.314462618, 'T': 298.0, 'alpha': 0.5, 'n': 2, 'F': 96485.33212, 'j': 0.5959183673469388, 'j0': 0.01, 'prefactor': 0.025679653121600303}"
Ni-HER,298.0,0.5959183673469388,R capa membrana,R = delta / kappa(T),0.05015252070648465,"{'delta': 0.005, 'kappa_ref': 0.1, 'Ea_kappa': 15000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.0996958862598806}"
Ni-HER,298.0,0.5959183673469388,R capa electrolito,R = delta / kappa(T),0.020048791756168367,"{'delta': 0.01, 'kappa_ref': 0.5, 'Ea_kappa': 12000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.4987831746480843}"
Ni-HER,298.0,0.5959183673469388,Perdida ohmica total,η_ohm = j · R_total,0.05375261885529526,"{'j': 0.5959183673469388, 'R_total': 0.090201312462653}"
Ni-HER,298.0,0.5959183673469388,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),3.9902653971846744,"{'j_lim_ref': 4.0, 'Ea': 12000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.15}"
Ni-HER,298.0,0.5959183673469388,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0020767948837862355,"{'R': 8.314462618, 'T': 298.0, 'n': 2, 'F': 96485.33212, 'j': 0.5959183673469388, 'j_lim': 3.9902653971846744, 'prefactor': 0.012839826560800151}"
Ni-HER,298.0,0.5959183673469388,V_cell,V = V_rev + η_act + η_ohm + η_conc,1.3906687702454754,"{'V_rev': 1.2298732968034478, 'eta_act': 0.10496605970294597, 'eta_ohm': 0.05375261885529526, 'eta_conc': 0.0020767948837862355}"
Ni-HER,298.0,0.6161224489795918,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2298732968034478,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 298.0, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER,298.0,0.6161224489795918,j0(T) Ni-HER,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.01,"{'j0_ref': 0.01, 'Ea': 40000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.0}"
Ni-HER,298.0,0.6161224489795918,η_act Tafel Ni-HER,η = (RT/(α·nF))·ln(j/j0),0.10582227158184947,"{'R': 8.314462618, 'T': 298.0, 'alpha': 0.5, 'n': 2, 'F': 96485.33212, 'j': 0.6161224489795918, 'j0': 0.01, 'prefactor': 0.025679653121600303}"
Ni-HER,298.0,0.6161224489795918,R capa membrana,R = delta / kappa(T),0.05015252070648465,"{'delta': 0.005, 'kappa_ref': 0.1, 'Ea_kappa': 15000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.0996958862598806}"
Ni-HER,298.0,0.6161224489795918,R capa electrolito,R = delta / kappa(T),0.020048791756168367,"{'delta': 0.01, 'kappa_ref': 0.5, 'Ea_kappa': 12000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.4987831746480843}"
Ni-HER,298.0,0.6161224489795918,Perdida ohmica total,η_ohm = j · R_total,0.055575053535663145,"{'j': 0.6161224489795918, 'R_total': 0.090201312462653}"
Ni-HER,298.0,0.6161224489795918,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),3.9902653971846744,"{'j_lim_ref': 4.0, 'Ea': 12000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.15}"
Ni-HER,298.0,0.6161224489795918,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0021534494035764552,"{'R': 8.314462618, 'T': 298.0, 'n': 2, 'F': 96485.33212, 'j': 0.6161224489795918, 'j_lim': 3.9902653971846744, 'prefactor': 0.012839826560800151}"
Ni-HER,298.0,0.6161224489795918,V_cell,V = V_rev + η_act + η_ohm + η_conc,1.393424071324537,"{'V_rev': 1.2298732968034478, 'eta_act': 0.10582227158184947, 'eta_ohm': 0.055575053535663145, 'eta_conc': 0.0021534494035764552}"
Ni-HER,298.0,0.636326530612245,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2298732968034478,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 298.0, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER,298.0,0.636326530612245,j0(T) Ni-HER,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.01,"{'j0_ref': 0.01, 'Ea': 40000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.0}"
Ni-HER,298.0,0.636326530612245,η_act Tafel Ni-HER,η = (RT/(α·nF))·ln(j/j0),0.1066508543487409,"{'R': 8.314462618, 'T': 298.0, 'alpha': 0.5, 'n': 2, 'F': 96485.33212, 'j': 0.636326530612245, 'j0': 0.01, 'prefactor': 0.025679653121600303}"
Ni-HER,298.0,0.636326530612245,R capa membrana,R = delta / kappa(T),0.05015252070648465,"{'delta': 0.005, 'kappa_ref': 0.1, 'Ea_kappa': 15000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.0996958862598806}"
Ni-HER,298.0,0.636326530612245,R capa electrolito,R = delta / kappa(T),0.020048791756168367,"{'delta': 0.01, 'kappa_ref': 0.5, 'Ea_kappa': 12000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.4987831746480843}"
Ni-HER,298.0,0.636326530612245,Perdida ohmica total,η_ohm = j · R_total,0.057397488216031044,"{'j': 0.636326530612245, 'R_total': 0.090201312462653}"
Ni-HER,298.0,0.636326530612245,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),3.9902653971846744,"{'j_lim_ref': 4.0, 'Ea': 12000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.15}"
Ni-HER,298.0,0.636326530612245,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0022305643052410217,"{'R': 8.314462618, 'T': 298.0, 'n': 2, 'F': 96485.33212, 'j': 0.636326530612245, 'j_lim': 3.9902653971846744, 'prefactor': 0.012839826560800151}"
Ni-HER,298.0,0.636326530612245,V_cell,V = V_rev + η_act + η_ohm + η_conc,1.3961522036734608,"{'V_rev': 1.2298732968034478, 'eta_act': 0.1066508543487409, 'eta_ohm': 0.057397488216031044, 'eta_conc': 0.0022305643052410217}"
Ni-HER,298.0,0.656530612244898,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2298732968034478,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 298.0, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER,298.0,0.656530612244898,j0(T) Ni-HER,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.01,"{'j0_ref': 0.01, 'Ea': 40000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.0}"
Ni-HER,298.0,0.656530612244898,η_act Tafel Ni-HER,η = (RT/(α·nF))·ln(j/j0),0.10745353553151218,"{'R': 8.314462618, 'T': 298.0, 'alpha': 0.5, 'n': 2, 'F': 96485.33212, 'j': 0.656530612244898, 'j0': 0.01, 'prefactor': 0.025679653121600303}"
Ni-HER,298.0,0.656530612244898,R capa membrana,R = delta / kappa(T),0.05015252070648465,"{'delta': 0.005, 'kappa_ref': 0.1, 'Ea_kappa': 15000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.0996958862598806}"
Ni-HER,298.0,0.656530612244898,R capa electrolito,R = delta / kappa(T),0.020048791756168367,"{'delta': 0.01, 'kappa_ref': 0.5, 'Ea_kappa': 12000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.4987831746480843}"
Ni-HER,298.0,0.656530612244898,Perdida ohmica total,η_ohm = j · R_total,0.05921992289639892,"{'j': 0.656530612244898, 'R_total': 0.090201312462653}"
Ni-HER,298.0,0.656530612244898,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),3.9902653971846744,"{'j_lim_ref': 4.0, 'Ea': 12000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.15}"
Ni-HER,298.0,0.656530612244898,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.002308145152255567,"{'R': 8.314462618, 'T': 298.0, 'n': 2, 'F': 96485.33212, 'j': 0.656530612244898, 'j_lim': 3.9902653971846744, 'prefactor': 0.012839826560800151}"
Ni-HER,298.0,0.656530612244898,V_cell,V = V_rev + η_act + η_ohm + η_conc,1.3988549003836146,"{'V_rev': 1.2298732968034478, 'eta_act': 0.10745353553151218, 'eta_ohm': 0.05921992289639892, 'eta_conc': 0.002308145152255567}"
Ni-HER,298.0,0.676734693877551,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2298732968034478,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 298.0, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER,298.0,0.676734693877551,j0(T) Ni-HER,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.01,"{'j0_ref': 0.01, 'Ea': 40000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.0}"
Ni-HER,298.0,0.676734693877551,η_act Tafel Ni-HER,η = (RT/(α·nF))·ln(j/j0),0.10823188553556667,"{'R': 8.314462618, 'T': 298.0, 'alpha': 0.5, 'n': 2, 'F': 96485.33212, 'j': 0.676734693877551, 'j0': 0.01, 'prefactor': 0.025679653121600303}"
Ni-HER,298.0,0.676734693877551,R capa membrana,R = delta / kappa(T),0.05015252070648465,"{'delta': 0.005, 'kappa_ref': 0.1, 'Ea_kappa': 15000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.0996958862598806}"
Ni-HER,298.0,0.676734693877551,R capa electrolito,R = delta / kappa(T),0.020048791756168367,"{'delta': 0.01, 'kappa_ref': 0.5, 'Ea_kappa': 12000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.4987831746480843}"
Ni-HER,298.0,0.676734693877551,Perdida ohmica total,η_ohm = j · R_total,0.06104235757676681,"{'j': 0.676734693877551, 'R_total': 0.090201312462653}"
Ni-HER,298.0,0.676734693877551,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),3.9902653971846744,"{'j_lim_ref': 4.0, 'Ea': 12000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.15}"
Ni-HER,298.0,0.676734693877551,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.002386197609556665,"{'R': 8.314462618, 'T': 298.0, 'n': 2, 'F': 96485.33212, 'j': 0.676734693877551, 'j_lim': 3.9902653971846744, 'prefactor': 0.012839826560800151}"
Ni-HER,298.0,0.676734693877551,V_cell,V = V_rev + η_act + η_ohm + η_conc,1.401533737525338,"{'V_rev': 1.2298732968034478, 'eta_act': 0.10823188553556667, 'eta_ohm': 0.06104235757676681, 'eta_conc': 0.002386197609556665}"
Ni-HER,298.0,0.696938775510204,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2298732968034478,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 298.0, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER,298.0,0.696938775510204,j0(T) Ni-HER,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.01,"{'j0_ref': 0.01, 'Ea': 40000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.0}"
Ni-HER,298.0,0.696938775510204,η_act Tafel Ni-HER,η = (RT/(α·nF))·ln(j/j0),0.10898733613866161,"{'R': 8.314462618, 'T': 298.0, 'alpha': 0.5, 'n': 2, 'F': 96485.33212, 'j': 0.696938775510204, 'j0': 0.01, 'prefactor': 0.025679653121600303}"
Ni-HER,298.0,0.696938775510204,R capa membrana,R = delta / kappa(T),0.05015252070648465,"{'delta': 0.005, 'kappa_ref': 0.1, 'Ea_kappa': 15000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.0996958862598806}"
Ni-HER,298.0,0.696938775510204,R capa electrolito,R = delta / kappa(T),0.020048791756168367,"{'delta': 0.01, 'kappa_ref': 0.5, 'Ea_kappa': 12000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.4987831746480843}"
Ni-HER,298.0,0.696938775510204,Perdida ohmica total,η_ohm = j · R_total,0.06286479225713469,"{'j': 0.696938775510204, 'R_total': 0.090201312462653}"
Ni-HER,298.0,0.696938775510204,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),3.9902653971846744,"{'j_lim_ref': 4.0, 'Ea': 12000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.15}"
Ni-HER,298.0,0.696938775510204,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0024647274460240214,"{'R': 8.314462618, 'T': 298.0, 'n': 2, 'F': 96485.33212, 'j': 0.696938775510204, 'j_lim': 3.9902653971846744, 'prefactor': 0.012839826560800151}"
Ni-HER,298.0,0.696938775510204,V_cell,V = V_rev + η_act + η_ohm + η_conc,1.404190152645268,"{'V_rev': 1.2298732968034478, 'eta_act': 0.10898733613866161, 'eta_ohm': 0.06286479225713469, 'eta_conc': 0.0024647274460240214}"
Ni-HER,298.0,0.7171428571428571,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2298732968034478,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 298.0, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER,298.0,0.7171428571428571,j0(T) Ni-HER,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.01,"{'j0_ref': 0.01, 'Ea': 40000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.0}"
Ni-HER,298.0,0.7171428571428571,η_act Tafel Ni-HER,η = (RT/(α·nF))·ln(j/j0),0.10972119634208373,"{'R': 8.314462618, 'T': 298.0, 'alpha': 0.5, 'n': 2, 'F': 96485.33212, 'j': 0.7171428571428571, 'j0': 0.01, 'prefactor': 0.025679653121600303}"
Ni-HER,298.0,0.7171428571428571,R capa membrana,R = delta / kappa(T),0.05015252070648465,"{'delta': 0.005, 'kappa_ref': 0.1, 'Ea_kappa': 15000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.0996958862598806}"
Ni-HER,298.0,0.7171428571428571,R capa electrolito,R = delta / kappa(T),0.020048791756168367,"{'delta': 0.01, 'kappa_ref': 0.5, 'Ea_kappa': 12000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.4987831746480843}"
Ni-HER,298.0,0.7171428571428571,Perdida ohmica total,η_ohm = j · R_total,0.06468722693750258,"{'j': 0.7171428571428571, 'R_total': 0.090201312462653}"
Ni-HER,298.0,0.7171428571428571,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),3.9902653971846744,"{'j_lim_ref': 4.0, 'Ea': 12000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.15}"
Ni-HER,298.0,0.7171428571428571,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.002543740537039094,"{'R': 8.314462618, 'T': 298.0, 'n': 2, 'F': 96485.33212, 'j': 0.7171428571428571, 'j_lim': 3.9902653971846744, 'prefactor': 0.012839826560800151}"
Ni-HER,298.0,0.7171428571428571,V_cell,V = V_rev + η_act + η_ohm + η_conc,1.406825460620073,"{'V_rev': 1.2298732968034478, 'eta_act': 0.10972119634208373, 'eta_ohm': 0.06468722693750258, 'eta_conc': 0.002543740537039094}"
Ni-HER,298.0,0.7373469387755103,Potencial reversible (aprox. lineal),V_rev = V_ref + (ΔS/(nF))·(T - T_ref),1.2298732968034478,"{'V_ref': 1.23, 'ΔS_ref': 163.0, 'n': 2, 'F': 96485.33212, 'T': 298.0, 'T_ref': 298.15, 'slope': 0.0008446879770143449}"
Ni-HER,298.0,0.7373469387755103,j0(T) Ni-HER,j0 = j0_ref * exp(-Ea/R * (1/T - 1/Tref)),0.01,"{'j0_ref': 0.01, 'Ea': 40000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.0}"
Ni-HER,298.0,0.7373469387755103,η_act Tafel Ni-HER,η = (RT/(α·nF))·ln(j/j0),0.11043466601904811,"{'R': 8.314462618, 'T': 298.0, 'alpha': 0.5, 'n': 2, 'F': 96485.33212, 'j': 0.7373469387755103, 'j0': 0.01, 'prefactor': 0.025679653121600303}"
Ni-HER,298.0,0.7373469387755103,R capa membrana,R = delta / kappa(T),0.05015252070648465,"{'delta': 0.005, 'kappa_ref': 0.1, 'Ea_kappa': 15000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.0996958862598806}"
Ni-HER,298.0,0.7373469387755103,R capa electrolito,R = delta / kappa(T),0.020048791756168367,"{'delta': 0.01, 'kappa_ref': 0.5, 'Ea_kappa': 12000, 'T': 298.0, 'T_ref': 298.15, 'kappa(T)': 0.4987831746480843}"
Ni-HER,298.0,0.7373469387755103,Perdida ohmica total,η_ohm = j · R_total,0.06650966161787047,"{'j': 0.7373469387755103, 'R_total': 0.090201312462653}"
Ni-HER,298.0,0.7373469387755103,j_lim (Arrhenius),j_lim = j_lim_ref * exp(-Ea/R * (1/T - 1/Tref)),3.9902653971846744,"{'j_lim_ref': 4.0, 'Ea': 12000.0, 'R': 8.314462618, 'T': 298.0, 'T_ref': 298.15}"
Ni-HER,298.0,0.7373469387755103,η_conc,η = -(RT/(nF))·ln(1 - j/j_lim),0.0026232428671228705,"{'R': 8.314462618, 'T': 298.0, 'n': 2, 'F': 96485.33212, 'j': 0.7373469387755103, 'j_lim': 3.9902653971846744, 'prefactor': 0.012839826560800151}"
